Identifiant station,Nom station,Station en fonctionnement,Capacité de la station,Nombre bornettes libres,Nombre total vélos disponibles,Vélos mécaniques disponibles,Vélos électriques disponibles,Borne de paiement disponible,Retour vélib possible,Actualisation de la donnée,Coordonnées géographiques,Nom communes équipées,Code INSEE communes équipées
14130,Jonquoy - Didot,OUI,31,28,2,0,2,OUI,OUI,2020-05-29T10:42:48Z,"48.8289045482,2.31648076326",Paris,NA
26001,Gare d'Asnières sur Seine,OUI,24,5,19,9,10,OUI,OUI,2020-05-29T10:43:28Z,"48.9063645922,2.28350669146",Asnières-sur-Seine,NA
47006,Les Planètes,OUI,16,3,13,2,11,OUI,OUI,2020-05-29T10:39:41Z,"48.8099849921,2.45808530599",Maisons-Alfort,NA
35017,Toffier Decaux - Cartier Bresson,OUI,15,12,3,2,1,OUI,OUI,2020-05-29T10:42:32Z,"48.9016507255,2.40175455809",Pantin,NA
9117,Bellefond - Maubeuge,OUI,31,29,2,1,1,OUI,OUI,2020-05-29T10:38:38Z,"48.8782553976,2.34526421875",Paris,NA
14112,Méchain - Faubourg Saint-Jacques,OUI,16,9,7,0,7,OUI,OUI,2020-05-29T10:43:16Z,"48.835867721,2.33798034198",Paris,NA
15058,Place du Moulin de Javel,OUI,45,17,28,21,7,OUI,OUI,2020-05-29T10:42:13Z,"48.8402167092,2.27160606533",Paris,NA
19023,Manin - Simon Bolivar,OUI,26,21,5,0,5,OUI,OUI,2020-05-29T10:42:30Z,"48.8764996541,2.3794073626",Paris,NA
15059,Parc André Citroën,OUI,65,12,53,49,4,OUI,OUI,2020-05-29T10:43:25Z,"48.8406399443,2.27806180716",Paris,NA
4013,Vieille du Temple - Francs Bourgeois,OUI,29,4,24,15,9,OUI,OUI,2020-05-29T10:43:30Z,"48.8582564134,2.35821794719",Paris,NA
22002,Argenson - Château,OUI,25,16,8,1,7,OUI,OUI,2020-05-29T10:41:01Z,"48.8885593147,2.26420015097",Neuilly-sur-Seine,NA
12120,Lac Daumesnil - Saint-Maurice,OUI,50,32,18,13,5,OUI,OUI,2020-05-29T10:43:33Z,"48.8277455574,2.41836547852",Paris,NA
22012,Madeleine Michelis - Roule,OUI,25,23,2,0,2,OUI,OUI,2020-05-29T10:38:28Z,"48.882604313,2.27736342698",Neuilly-sur-Seine,NA
22103,Senard - Charles Blum,OUI,24,20,4,2,2,OUI,OUI,2020-05-29T10:41:59Z,"48.8573158248,2.22109168768",Saint-Cloud,NA
9016,Choron - Martyrs,OUI,17,12,4,0,4,OUI,OUI,2020-05-29T10:42:10Z,"48.8778514435,2.33967013657",Paris,NA
21708,Marcel Yol - Jullien,OUI,30,28,2,0,2,OUI,OUI,2020-05-29T10:40:56Z,"48.825376118,2.28723501806",Vanves,NA
16115,Raffet - Montmorency,OUI,42,39,3,1,2,OUI,OUI,2020-05-29T10:41:30Z,"48.8525867081,2.26292524562",Paris,NA
10012,Vinaigriers - Magenta,OUI,25,15,10,5,5,OUI,OUI,2020-05-29T10:39:31Z,"48.8731167,2.3593052",Paris,NA
35007,Benjamin Delessert - Jean Lolive,OUI,21,18,3,0,3,OUI,OUI,2020-05-29T10:37:06Z,"48.8939204362,2.41798192263",Pantin,NA
13032,Italie - Jardin Joan Miro,OUI,26,19,7,5,2,OUI,OUI,2020-05-29T10:41:27Z,"48.8199091405,2.3592948541",Paris,NA
17107,Berthier - Place Stuart Merril,OUI,37,23,13,3,10,OUI,OUI,2020-05-29T10:35:38Z,"48.8859279224,2.29334503412",Paris,NA
21401,Mairie de Clamart,OUI,33,24,9,1,8,OUI,OUI,2020-05-29T10:40:46Z,"48.800612,2.262151",Clamart,NA
31005,Square Denise Buisson,OUI,45,39,6,1,5,OUI,OUI,2020-05-29T10:40:50Z,"48.8562322731,2.42643624544",Montreuil,NA
4104,Sebastopol - Rambuteau,OUI,16,6,10,8,2,OUI,OUI,2020-05-29T10:43:33Z,"48.8618180927,2.3501381278",Paris,NA
20105,Benoît Frachon - République,OUI,30,12,15,6,9,OUI,OUI,2020-05-29T10:41:39Z,"48.8523072901,2.41560548544",Paris,NA
17009,Paul Bodin - Clichy,OUI,34,30,4,0,4,OUI,OUI,2020-05-29T10:43:04Z,"48.8923961462,2.31714259833",Paris,NA
1020,Cambon - Rivoli,OUI,40,1,36,22,14,OUI,OUI,2020-05-29T10:43:16Z,"48.866143391,2.32518006471",Paris,NA
20104,Louis Lumière,OUI,22,22,0,0,0,OUI,OUI,2020-05-29T10:42:24Z,"48.8621619807,2.41112578186",Paris,NA
1102,Française - Etienne Marcel,OUI,37,16,19,16,3,OUI,OUI,2020-05-29T10:42:22Z,"48.8640533047,2.34758701175",Paris,NA
42026,Barbès - Monique Maunoury,OUI,40,14,13,12,1,OUI,OUI,2020-05-29T10:41:26Z,"48.8155271882,2.36871693349",Ivry-sur-Seine,NA
18015,Custine - Ramey,OUI,41,39,2,1,1,OUI,OUI,2020-05-29T10:41:13Z,"48.8887358969,2.34695266932",Paris,NA
1018,Alger - Rivoli,OUI,21,2,17,14,3,OUI,OUI,2020-05-29T10:43:22Z,"48.8647735535,2.32944939361",Paris,NA
12164,Stade Pershing,NON,0,0,0,0,0,NON,NON,2019-03-21T09:48:41Z,"48.8290634279,2.45906923653",Paris,NA
20048,Bagnolet - Place Saint-Blaise,OUI,28,26,2,0,2,OUI,OUI,2020-05-29T10:42:56Z,"48.85973,2.40334",Paris,NA
18010,Riquet - Marx Dormoy,OUI,29,26,3,3,0,OUI,OUI,2020-05-29T10:43:03Z,"48.890210037,2.36017562449",Paris,NA
20012,Buzenval - Vignoles,OUI,17,16,1,0,1,OUI,OUI,2020-05-29T10:42:33Z,"48.8538581717,2.40000408143",Paris,NA
20020,Pyrénées - Charles Renouvier,OUI,29,27,1,0,1,OUI,OUI,2020-05-29T10:36:02Z,"48.8609593323,2.40042185204",Paris,NA
6025,Assas - Rennes,OUI,32,21,11,8,3,OUI,OUI,2020-05-29T10:42:57Z,"48.8492084999,2.32851454623",Paris,NA
11028,Guillaume Bertrand - République,OUI,38,35,2,1,1,OUI,OUI,2020-05-29T10:43:33Z,"48.8638251743,2.38090637715",Paris,NA
12040,Porte de Charenton,OUI,67,32,34,26,8,OUI,OUI,2020-05-29T10:43:30Z,"48.8312401059,2.39891074598",Paris,NA
16022,Jean Bologne - Passy,OUI,19,15,3,0,3,OUI,OUI,2020-05-29T10:43:13Z,"48.8575668898,2.28002739531",Paris,NA
6015,André Mazet - Saint-André des Arts,OUI,55,26,28,25,3,OUI,OUI,2020-05-29T10:41:12Z,"48.8537558106,2.33909580857",Paris,NA
18134,Ney - Porte de Clignancourt,OUI,25,21,4,1,3,OUI,OUI,2020-05-29T10:41:07Z,"48.8978867,2.3458001",Paris,NA
12031,Gabriel Lamé,OUI,36,1,33,26,7,OUI,OUI,2020-05-29T10:43:16Z,"48.8351212784,2.38553456962",Paris,NA
19003,Quai de la Seine,OUI,24,19,5,4,1,OUI,OUI,2020-05-29T10:39:14Z,"48.8844922384,2.37039417028",Paris,NA
10008,Cité Riverin - Château d'Eau,OUI,18,11,7,3,4,OUI,OUI,2020-05-29T10:42:36Z,"48.8707024236,2.3587398639",Paris,NA
11023,Saint-Maur - Roquette,OUI,46,35,10,2,8,OUI,OUI,2020-05-29T10:40:05Z,"48.8586887741,2.38355399457",Paris,NA
5032,Panthéon - Valette,OUI,39,37,2,0,2,OUI,OUI,2020-05-29T10:43:32Z,"48.8470205717,2.34649826197",Paris,NA
42706,Redoute - Pierre de Coubertin,NON,0,0,0,0,0,NON,NON,2020-02-04T09:51:05Z,"48.8146570818,2.36120063106",Le Kremlin-Bicêtre,NA
20131,Repos - Cimetière du Père Lachaise,OUI,33,28,5,4,1,OUI,OUI,2020-05-29T10:40:21Z,"48.8593585236,2.38961313668",Paris,NA
10042,Enghien - Faubourg Poissonnière,OUI,33,31,1,1,0,NON,NON,2020-05-29T10:41:49Z,"48.8724200631,2.34839523628",Paris,NA
17125,Marie-Georges Picquart - Pereire,OUI,32,28,4,0,4,OUI,OUI,2020-05-29T10:42:35Z,"48.8886366935,2.31117065996",Paris,NA
42010,Mairie d'Ivry-sur-Seine,OUI,53,24,29,23,6,OUI,OUI,2020-05-29T10:42:19Z,"48.8105712097,2.38428264856",Ivry-sur-Seine,NA
22006,Pierret - Madrid,OUI,28,17,11,4,7,OUI,OUI,2020-05-29T10:41:58Z,"48.8829765769,2.26012576725",Neuilly-sur-Seine,NA
5006,Saint-Jacques - Soufflot,OUI,19,3,16,10,6,OUI,OUI,2020-05-29T10:41:07Z,"48.8465255,2.343099",Paris,NA
18110,Departement - Pajol,OUI,19,12,6,5,1,OUI,OUI,2020-05-29T10:42:14Z,"48.8866748497,2.36136116087",Paris,NA
41604,Lagny - Joffre,OUI,31,26,5,2,3,OUI,OUI,2020-05-29T10:40:54Z,"48.8493068708,2.41794973612",Saint-Mandé,NA
12024,Gare de Bercy,OUI,35,29,6,4,2,OUI,OUI,2020-05-29T10:38:05Z,"48.8397945739,2.38260660321",Paris,NA
18020,Francoeur - Marcadet,OUI,20,17,3,1,2,OUI,OUI,2020-05-29T10:37:46Z,"48.8910412326,2.34001458544",Paris,NA
17124,Porte de Saint-Ouen - Henri Huchard,OUI,26,9,16,10,6,OUI,OUI,2020-05-29T10:42:37Z,"48.8987083664,2.32953608036",Paris,NA
19009,Cité des Sciences et de l'Industrie,OUI,30,24,5,0,5,OUI,OUI,2020-05-29T10:42:29Z,"48.8965957118,2.38459914923",Paris,NA
11041,Square Saint-Ambroise,OUI,43,32,10,3,7,OUI,OUI,2020-05-29T10:42:38Z,"48.860934,2.375841",Paris,NA
18043,Clichy - Place Blanche,OUI,20,17,3,0,3,OUI,OUI,2020-05-29T10:43:02Z,"48.8836010883,2.33322378248",Paris,NA
20030,Ménilmontant - Père Lachaise,OUI,56,50,6,0,6,OUI,OUI,2020-05-29T10:43:33Z,"48.8632872915,2.3869940266",Paris,NA
20201,Eugène Reisz - Davout,NON,0,0,0,0,0,NON,NON,2019-10-10T09:06:10Z,"48.8565258226,2.41053133827",Paris,NA
31704,Jeanne Hornet - Girardot,OUI,29,28,1,0,1,OUI,OUI,2020-05-29T10:36:23Z,"48.8738026814,2.42782026529",Bagnolet,NA
8015,Roquépine - Malesherbes,OUI,37,4,33,15,18,OUI,OUI,2020-05-29T10:43:13Z,"48.8734507339,2.32040449977",Paris,NA
5030,Sorbonne - Ecoles,OUI,50,29,21,19,2,OUI,OUI,2020-05-29T10:40:48Z,"48.8496865662,2.34349966049",Paris,NA
31017,Jean Moulin - Paul Doumer,OUI,20,9,11,1,10,OUI,OUI,2020-05-29T10:41:29Z,"48.8622179855,2.45533436537",Montreuil,NA
13048,Wurtz - Tolbiac,OUI,28,9,19,15,4,OUI,OUI,2020-05-29T10:40:12Z,"48.8263119562,2.34458595514",Paris,NA
16024,Ranelagh - Maison de la Radio,OUI,22,17,5,4,1,OUI,OUI,2020-05-29T10:38:04Z,"48.8529360317,2.28044964373",Paris,NA
9101,Cadet - La Fayette,OUI,19,16,3,1,2,OUI,OUI,2020-05-29T10:43:28Z,"48.8756016327,2.34357040375",Paris,NA
20007,Buzenval - Avron,OUI,50,41,9,5,4,OUI,OUI,2020-05-29T10:40:44Z,"48.851617205,2.40151359731",Paris,NA
42701,Charles Gide - Fort de Bicêtre,OUI,30,23,7,2,5,OUI,OUI,2020-05-29T10:43:34Z,"48.8071937957,2.35398441553",Le Kremlin-Bicêtre,NA
20108,Jardin de l'Hospice Debrousse,OUI,23,21,2,0,2,OUI,OUI,2020-05-29T10:39:41Z,"48.8614510619,2.40568600595",Paris,NA
16011,Victor Hugo - La Pompe,OUI,41,31,10,3,7,OUI,OUI,2020-05-29T10:41:41Z,"48.8679522247,2.28146318346",Paris,NA
23010,Voltaire - Anatole France,OUI,27,19,8,4,4,OUI,OUI,2020-05-29T10:43:33Z,"48.8919993603,2.28426273912",Levallois-Perret,NA
9027,Douai - Pierre Fontaine,OUI,25,24,1,0,1,OUI,OUI,2020-05-29T10:40:59Z,"48.8822910115,2.33324121684",Paris,NA
35006,Delizy - Louis Nadot,OUI,23,8,15,6,9,OUI,OUI,2020-05-29T10:39:45Z,"48.8962128456,2.40945786238",Pantin,NA
17111,Lemercier - Cardinet,OUI,24,16,8,6,2,OUI,OUI,2020-05-29T10:34:43Z,"48.8900971689,2.3173776269",Paris,NA
8027,Mairie du 8ème,OUI,14,0,14,8,6,OUI,OUI,2020-05-29T10:43:33Z,"48.877932,2.318264",Paris,NA
15129,Hôpital Necker,OUI,40,5,33,29,4,OUI,OUI,2020-05-29T10:43:27Z,"48.8460434901,2.31324501336",Paris,NA
16037,Molitor - Michel-Ange,OUI,53,27,26,21,5,OUI,OUI,2020-05-29T10:42:56Z,"48.8451820815,2.26211277357",Paris,NA
41405,Place de l'Europe,OUI,24,9,15,13,2,OUI,OUI,2020-05-29T10:41:53Z,"48.7891370241,2.42848008871",Alfortville,NA
3009,Temple - Haudriettes,OUI,19,17,2,2,0,OUI,OUI,2020-05-29T10:40:30Z,"48.8616368802,2.35669602065",Paris,NA
9019,Victor Massé - Jean-Baptiste Pigalle,OUI,18,16,2,0,2,OUI,OUI,2020-05-29T10:39:46Z,"48.8811043724,2.33669556677",Paris,NA
21011,Silly - Louis Blériot,OUI,23,8,15,13,2,OUI,OUI,2020-05-29T10:43:09Z,"48.8321904537,2.23401993513",Boulogne-Billancourt,NA
24004,Paix - Verdun,OUI,35,33,2,0,2,OUI,OUI,2020-05-29T10:33:32Z,"48.900504,2.261173",Courbevoie,NA
15069,Félix Faure - Convention,OUI,44,17,26,16,10,OUI,OUI,2020-05-29T10:42:22Z,"48.841249336,2.28838660085",Paris,NA
13028,Gouthière - Poterne des Peupliers,OUI,33,25,8,3,5,OUI,OUI,2020-05-29T10:41:08Z,"48.820507,2.351342",Paris,NA
41605,Général De Gaulle - Vivien,OUI,22,14,8,4,4,OUI,OUI,2020-05-29T10:40:12Z,"48.8360742009,2.41891667247",Saint-Mandé,NA
13120,Pierre Joseph Desault,OUI,19,8,10,9,1,OUI,OUI,2020-05-29T10:42:18Z,"48.821102308,2.3787754029",Paris,NA
13036,Olympiades,OUI,36,35,1,0,1,OUI,OUI,2020-05-29T10:43:15Z,"48.8267646652,2.36508607864",Paris,NA
25004,Marcel Pourtout - Édouard Manet,OUI,24,8,16,3,13,OUI,OUI,2020-05-29T10:43:06Z,"48.8755562076,2.16559678316",Rueil-Malmaison,NA
6004,Regard - Rennes,OUI,46,20,27,19,8,OUI,OUI,2020-05-29T10:41:07Z,"48.847385405,2.32685554773",Paris,NA
11016,Philippe-Auguste,OUI,48,37,10,4,6,OUI,OUI,2020-05-29T10:43:12Z,"48.8518534883,2.39329453558",Paris,NA
5031,Lacépède - Linné,OUI,54,45,8,5,3,OUI,OUI,2020-05-29T10:42:54Z,"48.8437035477,2.35465127975",Paris,NA
6009,Guynemer - Jardin du Luxembourg,OUI,36,32,4,2,2,OUI,OUI,2020-05-29T10:40:16Z,"48.8466127,2.3325478",Paris,NA
44017,Jules Guesde - Pont du Port à l'Anglais,OUI,30,18,12,7,5,OUI,OUI,2020-05-29T10:41:14Z,"48.7962880709,2.41721212864",Vitry-sur-Seine,NA
16138,Saint-Cloud - Hippodrome,OUI,30,18,11,7,4,OUI,OUI,2020-05-29T10:42:47Z,"48.8577214889,2.2549109906",Paris,NA
9008,Tour d'Auvergne - Rodier,OUI,17,16,0,0,0,OUI,OUI,2020-05-29T10:34:20Z,"48.879161,2.343698",Paris,NA
17032,Jean Oestreicher - Porte de Champerret,OUI,21,20,1,0,1,OUI,OUI,2020-05-29T10:42:21Z,"48.8865558007,2.28864043951",Paris,NA
13118,Regnault - Patay,OUI,63,5,58,54,4,OUI,OUI,2020-05-29T10:42:27Z,"48.8243578222,2.37706515938",Paris,NA
19105,Ambroise Rendu - Porte Brunet,OUI,17,16,1,0,1,OUI,OUI,2020-05-29T10:34:09Z,"48.883667,2.395733",Paris,NA
7025,Octave Gréard - Tour Eiffel,OUI,33,12,21,15,6,OUI,OUI,2020-05-29T10:42:46Z,"48.8565029777,2.29317875433",Paris,NA
9022,Rossini - Laffitte,OUI,33,17,15,9,6,OUI,OUI,2020-05-29T10:42:03Z,"48.8733462751,2.3379808677",Paris,NA
12111,Claude Decaen - Cannebière,OUI,27,26,1,0,1,OUI,OUI,2020-05-29T10:36:54Z,"48.8376141704,2.3972537822",Paris,NA
14106,Marc Sangnier - Porte de Vanves,OUI,21,18,3,1,2,OUI,OUI,2020-05-29T10:37:36Z,"48.8252186836,2.31071166694",Paris,NA
22203,Tertres - Fontaine,OUI,28,15,13,1,12,OUI,OUI,2020-05-29T10:42:45Z,"48.7875536547,2.30623573065",Bagneux,NA
17042,Porte Maillot - Pereire,OUI,52,43,7,2,5,OUI,OUI,2020-05-29T10:42:15Z,"48.877775,2.284444",Paris,NA
14136,Auguste Cain - Jean Moulin,OUI,40,35,5,4,1,OUI,OUI,2020-05-29T10:34:01Z,"48.8257702893,2.32104152441",Paris,NA
42301,Gare Arcueil - Cachan,OUI,26,12,14,4,10,OUI,OUI,2020-05-29T10:39:24Z,"48.799824,2.328171",Arcueil,NA
21302,Aristide Briand - Place de la Résistance,OUI,25,5,19,16,3,OUI,OUI,2020-05-29T10:38:39Z,"48.821242484,2.25110024214",Issy-les-Moulineaux,NA
9021,Saint Georges - d'Aumale,OUI,23,19,4,1,3,OUI,OUI,2020-05-29T10:42:21Z,"48.877786396,2.33742982149",Paris,NA
10011,Bourse du Travail,OUI,17,6,11,9,2,OUI,OUI,2020-05-29T10:41:36Z,"48.8689766388,2.3623438552",Paris,NA
33018,Edouard Poisson - Victor Hugo,OUI,30,24,8,7,1,OUI,OUI,2020-05-29T10:38:46Z,"48.9111391495,2.37927228212",Aubervilliers,NA
14034,Ouest - Château,OUI,23,19,3,2,1,OUI,OUI,2020-05-29T10:38:49Z,"48.8361728601,2.31939214392",Paris,NA
15033,Place Violet,OUI,30,19,11,7,4,OUI,OUI,2020-05-29T10:43:10Z,"48.8448789384,2.29057565331",Paris,NA
8033,Commandant Rivière,OUI,27,2,25,10,15,OUI,OUI,2020-05-29T10:43:31Z,"48.872933,2.309796",Paris,NA
5002,Sommerard - Saint-Jacques,OUI,34,6,28,24,4,OUI,OUI,2020-05-29T10:43:11Z,"48.8503104329,2.3450158353",Paris,NA
10005,Petites Ecuries - Faubourg Poissonnière,OUI,18,12,6,4,2,OUI,OUI,2020-05-29T10:43:12Z,"48.8739721724,2.3483887575",Paris,NA
21013,Pierre Grenier - Pont de Billancourt,OUI,21,19,2,2,0,OUI,OUI,2020-05-29T10:42:32Z,"48.8258020743,2.2487989068",Boulogne-Billancourt,NA
16015,Bassano -  Iéna,OUI,15,5,9,6,3,OUI,OUI,2020-05-29T10:42:34Z,"48.8681445105,2.29614960099",Paris,NA
21310,Kléber - Gouverneur Général Eboué,OUI,24,7,17,14,3,OUI,OUI,2020-05-29T10:40:04Z,"48.8268858431,2.27234132588",Issy-les-Moulineaux,NA
16043,Place de Passy,OUI,15,14,1,1,0,OUI,OUI,2020-05-29T10:38:51Z,"48.8578029171,2.27750054694",Paris,NA
32004,Wilson - Landy,OUI,40,38,2,1,1,OUI,OUI,2020-05-29T10:42:59Z,"48.9151672622,2.35763322562",Saint-Denis,NA
17102,Alfred Roll - Berthier,OUI,34,30,5,4,1,OUI,OUI,2020-05-29T10:42:39Z,"48.8878085705,2.30009529818",Paris,NA
15107,Palais des Sports,OUI,22,13,9,6,3,OUI,OUI,2020-05-29T10:35:40Z,"48.8334685174,2.28587206453",Paris,NA
7013,Duroc - Place de Breteuil,OUI,42,15,26,19,7,OUI,OUI,2020-05-29T10:43:25Z,"48.8474606411,2.31261402369",Paris,NA
18042,Place Pigalle,OUI,21,19,2,0,2,OUI,OUI,2020-05-29T10:42:08Z,"48.8827555,2.3361566",Paris,NA
17116,Reims - Porte d'Asnières,OUI,26,22,4,2,2,OUI,OUI,2020-05-29T10:37:39Z,"48.8918344482,2.30014465995",Paris,NA
18001,Damrémont - Caulaincourt,OUI,18,14,4,0,4,OUI,OUI,2020-05-29T10:40:01Z,"48.8871450908,2.33258809894",Paris,NA
18135,Ney - Porte de Montmartre,OUI,25,20,4,2,2,OUI,OUI,2020-05-29T10:36:13Z,"48.897918,2.3364872",Paris,NA
11048,Place Mireille Havet,OUI,43,13,29,27,2,OUI,OUI,2020-05-29T10:43:30Z,"48.850533,2.383756",Paris,NA
18035,René Binet - Porte de Montmartre,OUI,37,30,7,3,4,OUI,OUI,2020-05-29T10:39:57Z,"48.8990510995,2.3365534097",Paris,NA
14016,René Coty - Parc Montsouris,OUI,55,45,11,3,8,OUI,OUI,2020-05-29T10:40:38Z,"48.824791345,2.33612492681",Paris,NA
21017,Place Marcel Sembat,OUI,56,37,19,9,10,OUI,OUI,2020-05-29T10:42:54Z,"48.8332886503,2.24417477846",Boulogne-Billancourt,NA
13110,Moulin de la Pointe,OUI,22,17,5,4,1,OUI,OUI,2020-05-29T10:36:50Z,"48.8209294605,2.35631793737",Paris,NA
21009,Le Corbusier - Jean Jaurès,OUI,46,6,40,30,10,OUI,OUI,2020-05-29T10:41:09Z,"48.8378083056,2.24083811045",Boulogne-Billancourt,NA
21951,Place Centrale,OUI,22,22,0,0,0,OUI,OUI,2020-05-29T10:38:20Z,"48.7874016769,2.2278830409",Meudon,NA
17001,Guy Môquet - Saint-Ouen,OUI,53,52,1,0,1,OUI,OUI,2020-05-29T10:40:45Z,"48.892777719,2.32703357935",Paris,NA
10037,Quai de Valmy,OUI,26,23,3,0,3,OUI,OUI,2020-05-29T10:43:32Z,"48.8812695158,2.36818604171",Paris,NA
21203,Place Jules Ferry,OUI,28,27,1,0,1,OUI,OUI,2020-05-29T10:37:11Z,"48.8121079284,2.32583731413",Montrouge,NA
21115,Chancé Milly - Cimetière Communal Sud,OUI,32,28,4,2,2,OUI,OUI,2020-05-29T10:42:13Z,"48.8968718938,2.30392232537",Clichy,NA
13121,Bruneseau - Quai d'Ivry,OUI,48,21,27,25,2,OUI,OUI,2020-05-29T10:42:11Z,"48.8249456376,2.38856613636",Ivry-sur-Seine,NA
8549,George V - Christophe Colomb,OUI,24,2,22,16,6,OUI,OUI,2020-05-29T10:42:39Z,"48.8704294,2.3011638",Paris,NA
32301,Mairie de Romainville,OUI,17,17,0,0,0,NON,NON,2019-11-30T01:01:20Z,"48.885109,2.435679",Romainville,NA
18006,Square Louise Michel,OUI,36,35,1,0,1,OUI,OUI,2020-05-29T10:42:43Z,"48.8846873545,2.34413869679",Paris,NA
33015,Charles Tillon - Cimetière Communal,OUI,31,21,10,10,0,OUI,OUI,2020-05-29T10:43:08Z,"48.9184402364,2.39356309175",Aubervilliers,NA
44005,Place Saint-Just,OUI,22,15,6,4,2,OUI,OUI,2020-05-29T10:38:59Z,"48.7903795187,2.38952267915",Vitry-sur-Seine,NA
12026,Place Ginette Hamelin,OUI,51,45,6,3,3,OUI,OUI,2020-05-29T10:41:49Z,"48.837853,2.382064",Paris,NA
13516,Glacière - Soeur Catherine Marie,OUI,40,18,22,17,5,OUI,OUI,2020-05-29T10:41:10Z,"48.8295229894,2.34357040375",Paris,NA
5024,Place Monge,OUI,21,19,1,0,1,OUI,OUI,2020-05-29T10:43:27Z,"48.8427618031,2.35240794718",Paris,NA
1003,Saint-Denis - Rivoli,OUI,43,8,33,30,3,OUI,OUI,2020-05-29T10:43:34Z,"48.8590593408,2.34769430012",Paris,NA
15008,Sèvres - Lecourbe,OUI,62,26,36,32,4,OUI,OUI,2020-05-29T10:42:33Z,"48.8447677,2.3110086",Paris,NA
16102,Pergolèse - Marbeau,OUI,27,19,8,7,1,OUI,OUI,2020-05-29T10:42:10Z,"48.8735687069,2.28151252253",Paris,NA
14135,Jourdan - Cité Universitaire,OUI,39,24,15,14,1,OUI,OUI,2020-05-29T10:41:49Z,"48.8198973432,2.33970079641",Paris,NA
19002,Centquatre,OUI,41,35,6,3,3,OUI,OUI,2020-05-29T10:42:55Z,"48.8893335385,2.37078543752",Paris,NA
3006,Mairie du 3ème,OUI,32,18,14,13,1,OUI,OUI,2020-05-29T10:42:30Z,"48.8644617814,2.36176282167",Paris,NA
13038,Choisy - Malmaisons,OUI,25,17,8,4,4,OUI,OUI,2020-05-29T10:42:38Z,"48.821919703,2.36334688341",Paris,NA
27001,Square Victor Basch,OUI,20,12,8,5,3,OUI,OUI,2020-05-29T10:37:05Z,"48.9143048623,2.22891569138",Colombes,NA
20010,Sorbier - Gasnier-Guy,OUI,34,33,1,0,1,OUI,OUI,2020-05-29T10:43:34Z,"48.865217631,2.39365965128",Paris,NA
20140,Paganini - Davout,OUI,22,8,13,4,9,OUI,OUI,2020-05-29T10:41:44Z,"48.85135,2.412021",Paris,NA
42022,Gare RER - Maurice Grandcoing,OUI,37,23,14,8,6,OUI,OUI,2020-05-29T10:42:58Z,"48.813881,2.392429",Ivry-sur-Seine,NA
19121,Belleville -  Pré Saint-Gervais,OUI,21,19,2,0,2,OUI,OUI,2020-05-29T10:43:05Z,"48.8755659101,2.39304609597",Paris,NA
19117,Euryale Dehaynin - Loire,OUI,30,27,3,2,1,OUI,OUI,2020-05-29T10:43:25Z,"48.8862489173,2.37745910883",Paris,NA
16116,George Sand - Jean de La Fontaine,OUI,30,27,1,1,0,OUI,OUI,2020-05-29T10:42:53Z,"48.8498691876,2.26825738753",Paris,NA
5033,Saint-Séverin - Saint-Michel,OUI,30,21,9,8,1,OUI,OUI,2020-05-29T10:42:22Z,"48.8527313055,2.34409276396",Paris,NA
17110,Legendre - Nollet,OUI,30,26,4,0,4,OUI,OUI,2020-05-29T10:42:49Z,"48.8877421868,2.32029307988",Paris,NA
21207,Verdier - République,OUI,29,22,7,4,3,OUI,OUI,2020-05-29T10:42:49Z,"48.8154037663,2.31739372015",Montrouge,NA
6005,Montparnasse -  Square Ozanam,OUI,49,16,18,12,6,OUI,OUI,2020-05-29T10:42:55Z,"48.8433105678,2.32652429491",Paris,NA
21016,Point du Jour - Jean Jaurès,OUI,26,16,10,6,4,OUI,OUI,2020-05-29T10:43:02Z,"48.8287531414,2.24591146701",Boulogne-Billancourt,NA
12017,Saint-Mandé - Docteur Arnold Netter,OUI,39,28,10,8,2,OUI,OUI,2020-05-29T10:42:26Z,"48.8446258577,2.40494638681",Paris,NA
17026,Jouffroy d'Abbans - Wagram,OUI,40,33,7,3,4,OUI,OUI,2020-05-29T10:43:23Z,"48.8819732984,2.30113215744",Paris,NA
5110,Lacépède - Monge,OUI,23,18,3,2,1,OUI,OUI,2020-05-29T10:37:36Z,"48.8438928653,2.35196638852",Paris,NA
7001,Invalides - Duroc,OUI,29,9,20,14,6,OUI,OUI,2020-05-29T10:40:16Z,"48.8477924733,2.31619209051",Paris,NA
17044,Porte de Saint-Ouen - Bessières,OUI,42,30,11,10,1,OUI,OUI,2020-05-29T10:39:52Z,"48.8979224085,2.32851451022",Paris,NA
17048,De Toqueville - Terrasse,OUI,30,25,5,2,3,OUI,OUI,2020-05-29T10:42:26Z,"48.882428,2.314002",Paris,NA
41303,Gare de Nogent-le-Perreux,OUI,32,4,28,23,5,OUI,OUI,2020-05-29T10:42:05Z,"48.8384255335,2.49369330704",Nogent-sur-Marne,NA
8016,Square Louis XVI,OUI,29,2,25,9,16,OUI,OUI,2020-05-29T10:43:23Z,"48.873204401,2.32365883074",Paris,NA
7020,Champ de Mars - Cler,OUI,41,34,7,7,0,OUI,OUI,2020-05-29T10:41:03Z,"48.8566915501,2.30664677918",Paris,NA
12151,Gare de Lyon - Place Louis Armand,OUI,60,1,58,42,16,OUI,OUI,2020-05-29T10:43:33Z,"48.8455150898,2.37264984463",Paris,NA
